name,bestNVehicles,bestCost,algBestCost,algNVehicles,gap,time,iter,history
instance_7,11,19.98492,20.119420042130756,-1,-0.00669,307.9417221546173,500,"[20.504880905151367, 20.424732208251953, 20.11941909790039, 20.11941909790039, 20.11941909790039]"
instance_24,10,15.78968,16.344252413294292,-1,-0.03393,310.25157833099365,500,"[16.49875831604004, 16.34425163269043, 16.34425163269043, 16.34425163269043, 16.34425163269043]"
instance_11,9,11.69137,11.783503434128646,-1,-0.00782,310.1007225513458,500,"[11.783503532409668, 11.783503532409668, 11.783503532409668, 11.783503532409668, 11.783503532409668]"
instance_15,10,17.39714,18.387551034864362,-1,-0.05386,310.8656632900238,500,"[18.564191818237305, 18.40292739868164, 18.40292739868164, 18.40292739868164, 18.387550354003906]"
instance_44,9,13.97738,14.548430515736014,-1,-0.03925,313.4917039871216,500,"[14.548430442810059, 14.548430442810059, 14.548430442810059, 14.548430442810059, 14.548430442810059]"
instance_16,9,13.54043,13.986428216624185,-1,-0.03189,313.59885454177856,500,"[14.404780387878418, 14.404780387878418, 14.404780387878418, 13.986428260803223, 13.986428260803223]"
instance_8,9,10.60986,10.99988374942525,-1,-0.03546,315.61759400367737,500,"[10.999883651733398, 10.999883651733398, 10.999883651733398, 10.999883651733398, 10.999883651733398]"
instance_4,12,19.83124,20.84838265704432,-1,-0.04879,315.90813517570496,500,"[20.937450408935547, 20.8483829498291, 20.8483829498291, 20.8483829498291, 20.8483829498291]"
instance_25,10,14.64106,14.870726223327559,-1,-0.01544,316.16067695617676,500,"[15.223997116088867, 15.223997116088867, 14.870726585388184, 14.870726585388184, 14.870726585388184]"
instance_26,11,18.96056,19.92329437335959,-1,-0.04832,334.56951808929443,500,"[21.027603149414062, 19.923294067382812, 19.923294067382812, 19.923294067382812, 19.923294067382812]"
instance_52,10,16.79583,17.44596533504232,-1,-0.03727,235.64312314987183,500,"[17.54800033569336, 17.445964813232422, 17.445964813232422, 17.445964813232422, 17.445964813232422]"
instance_50,10,16.9031,17.72415514471034,-1,-0.04632,261.06268095970154,500,"[17.76957893371582, 17.76957893371582, 17.76957893371582, 17.72415542602539, 17.72415542602539]"
instance_65,12,19.23697,20.045635539037065,-1,-0.04034,231.55573892593384,500,"[20.702295303344727, 20.23587417602539, 20.23587417602539, 20.23587417602539, 20.045635223388672]"
instance_51,8,11.3894,11.855872651804821,-1,-0.03935,294.11747908592224,500,"[11.899173736572266, 11.899173736572266, 11.899173736572266, 11.855873107910156, 11.855873107910156]"
instance_56,10,16.5407,16.59923670687658,-1,-0.00353,266.9647388458252,500,"[17.068803787231445, 16.706270217895508, 16.5992374420166, 16.5992374420166, 16.5992374420166]"
instance_54,9,9.91682,10.451804734169716,-1,-0.05119,287.5562217235565,500,"[10.514009475708008, 10.514009475708008, 10.514009475708008, 10.514009475708008, 10.451805114746094]"
instance_55,11,18.73178,19.780647165490247,-1,-0.05302,283.9580719470978,500,"[19.89617156982422, 19.89617156982422, 19.78064727783203, 19.78064727783203, 19.78064727783203]"
instance_59,10,16.52662,16.81547162883138,-1,-0.01718,267.0836412906647,500,"[17.645984649658203, 17.485218048095703, 17.485218048095703, 17.25261116027832, 16.815471649169922]"
instance_57,11,17.65336,18.422321577249157,-1,-0.04174,279.67598509788513,500,"[18.838613510131836, 18.614137649536133, 18.614137649536133, 18.422321319580078, 18.422321319580078]"
instance_53,10,14.77536,15.408578426847791,-1,-0.0411,308.30625557899475,500,"[15.408578872680664, 15.408578872680664, 15.408578872680664, 15.408578872680664, 15.408578872680664]"
instance_82,10,16.21008,16.348484090658594,-1,-0.00847,236.41151595115662,500,"[17.895627975463867, 17.05019760131836, 17.05019760131836, 17.05019760131836, 16.34848403930664]"
instance_60,10,13.38037,13.726336754422334,-1,-0.0252,269.0393443107605,500,"[13.751823425292969, 13.726336479187012, 13.726336479187012, 13.726336479187012, 13.726336479187012]"
instance_69,12,21.18672,21.96756009764164,-1,-0.03555,251.71125674247742,500,"[21.967559814453125, 21.967559814453125, 21.967559814453125, 21.967559814453125, 21.967559814453125]"
instance_61,11,15.5093,16.349520744667217,-1,-0.05139,270.9464428424835,500,"[16.547727584838867, 16.34952163696289, 16.34952163696289, 16.34952163696289, 16.34952163696289]"
instance_80,9,11.53434,12.291119288589972,-1,-0.06157,242.40846586227417,500,"[12.305198669433594, 12.305198669433594, 12.305198669433594, 12.305198669433594, 12.291119575500488]"
instance_85,8,10.08938,10.373251473682785,-1,-0.02737,245.3098587989807,500,"[10.373251914978027, 10.373251914978027, 10.373251914978027, 10.373251914978027, 10.373251914978027]"
instance_68,11,20.13917,21.57520350389079,-1,-0.06656,270.55274868011475,500,"[22.252887725830078, 21.57520294189453, 21.57520294189453, 21.57520294189453, 21.57520294189453]"
instance_66,8,11.58903,12.048191308263291,-1,-0.03811,273.98147797584534,500,"[12.04819107055664, 12.04819107055664, 12.04819107055664, 12.04819107055664, 12.04819107055664]"
instance_76,11,19.74764,20.14756948340186,-1,-0.01985,253.03495264053345,500,"[20.14756965637207, 20.14756965637207, 20.14756965637207, 20.14756965637207, 20.14756965637207]"
instance_77,10,12.18912,12.310460883097143,-1,-0.00986,263.3221073150635,500,"[12.310461044311523, 12.310461044311523, 12.310461044311523, 12.310461044311523, 12.310461044311523]"
instance_81,9,12.65953,12.969630747918425,-1,-0.02391,258.56037187576294,500,"[13.109891891479492, 13.038700103759766, 12.96963119506836, 12.96963119506836, 12.96963119506836]"
instance_70,8,11.70101,11.970310418289472,-1,-0.0225,272.57495403289795,500,"[12.624920845031738, 11.97031021118164, 11.97031021118164, 11.97031021118164, 11.97031021118164]"
instance_58,9,14.81952,15.420128032910313,-1,-0.03895,298.801805973053,500,"[15.85168743133545, 15.85168743133545, 15.48481273651123, 15.420127868652344, 15.420127868652344]"
instance_71,8,11.65388,12.13738107694691,-1,-0.03984,274.52541947364807,500,"[12.331912994384766, 12.302957534790039, 12.302957534790039, 12.302957534790039, 12.137381553649902]"
instance_67,9,11.05465,11.576097489731298,-1,-0.04505,283.7770481109619,500,"[11.57609748840332, 11.57609748840332, 11.57609748840332, 11.57609748840332, 11.57609748840332]"
instance_74,9,10.35285,10.667604757624236,-1,-0.02951,274.6054530143738,500,"[10.86202335357666, 10.86202335357666, 10.86202335357666, 10.794146537780762, 10.667604446411133]"
instance_91,9,10.86262,11.260744809929108,-1,-0.03536,256.20111179351807,500,"[11.443755149841309, 11.443755149841309, 11.26074504852295, 11.26074504852295, 11.26074504852295]"
instance_64,11,17.5237,17.836840906904946,-1,-0.01756,295.21681690216064,500,"[18.93670654296875, 17.836841583251953, 17.836841583251953, 17.836841583251953, 17.836841583251953]"
instance_84,9,12.27808,12.489376840900642,-1,-0.01692,272.38830304145813,500,"[12.599236488342285, 12.545731544494629, 12.545731544494629, 12.545731544494629, 12.48937702178955]"
instance_63,10,15.17898,15.687528915949507,-1,-0.03242,300.84363174438477,500,"[15.988008499145508, 15.978839874267578, 15.978839874267578, 15.687528610229492, 15.687528610229492]"
instance_90,11,18.38011,19.532592258930478,-1,-0.059,267.01681542396545,500,"[19.648618698120117, 19.5325927734375, 19.5325927734375, 19.5325927734375, 19.5325927734375]"
instance_83,9,12.18328,12.666971504467964,-1,-0.03819,277.79108572006226,500,"[13.089828491210938, 12.945982933044434, 12.666971206665039, 12.666971206665039, 12.666971206665039]"
instance_79,11,19.61187,20.75520269105177,-1,-0.05509,288.41525650024414,500,"[21.315933227539062, 21.085166931152344, 20.802888870239258, 20.755203247070312, 20.755203247070312]"
instance_75,10,16.85436,18.319285895382706,-1,-0.07997,296.04397344589233,500,"[18.580955505371094, 18.33384132385254, 18.319286346435547, 18.319286346435547, 18.319286346435547]"
instance_97,10,12.3109,12.893672275605626,-1,-0.0452,272.96918773651123,500,"[12.91326904296875, 12.91326904296875, 12.893671989440918, 12.893671989440918, 12.893671989440918]"
instance_98,11,16.70805,16.861047537640825,-1,-0.00907,267.4558115005493,500,"[17.30853843688965, 17.30853843688965, 17.30853843688965, 16.861047744750977, 16.861047744750977]"
instance_86,9,13.57309,14.12280951600527,-1,-0.03892,291.09027004241943,500,"[14.450258255004883, 14.320631980895996, 14.122809410095215, 14.122809410095215, 14.122809410095215]"
instance_72,10,13.54972,14.351761898303836,-1,-0.05588,307.4750974178314,500,"[14.989316940307617, 14.66635799407959, 14.626114845275879, 14.626114845275879, 14.351761817932129]"
instance_89,10,14.96718,15.465325351823928,-1,-0.03221,288.2874946594238,500,"[15.958381652832031, 15.741008758544922, 15.700587272644043, 15.465325355529785, 15.465325355529785]"
instance_87,12,22.94986,23.692098844849653,-1,-0.03133,293.0983078479767,500,"[24.162490844726562, 23.69209861755371, 23.69209861755371, 23.69209861755371, 23.69209861755371]"
instance_73,9,12.28518,12.637304820118851,-1,-0.02786,308.0391161441803,500,"[12.735791206359863, 12.735791206359863, 12.735791206359863, 12.735791206359863, 12.63730525970459]"
instance_78,10,14.17134,14.533109118548433,-1,-0.02489,303.89077258110046,500,"[14.533108711242676, 14.533108711242676, 14.533108711242676, 14.533108711242676, 14.533108711242676]"
instance_62,11,18.65394,18.991767937049417,-1,-0.01779,330.14652729034424,500,"[19.15576934814453, 19.15576934814453, 18.99176788330078, 18.99176788330078, 18.99176788330078]"
instance_95,9,13.22542,14.148146897036376,-1,-0.06522,289.0248906612396,500,"[14.277132034301758, 14.277132034301758, 14.148146629333496, 14.148146629333496, 14.148146629333496]"
instance_93,10,15.39845,15.71970344264328,-1,-0.02044,300.17757511138916,500,"[16.00571632385254, 15.983197212219238, 15.983197212219238, 15.983197212219238, 15.719703674316406]"
instance_88,12,21.58906,21.77665534116617,-1,-0.00861,309.8660843372345,500,"[22.824703216552734, 22.824703216552734, 21.926437377929688, 21.776655197143555, 21.776655197143555]"
instance_96,10,13.41449,13.469521345445573,-1,-0.00409,300.19019889831543,500,"[13.6476411819458, 13.469521522521973, 13.469521522521973, 13.469521522521973, 13.469521522521973]"
instance_92,11,16.21058,16.952050874417253,-1,-0.04374,325.5326852798462,500,"[17.215137481689453, 16.996620178222656, 16.996620178222656, 16.996620178222656, 16.952051162719727]"
instance_99,9,14.23369,14.879412880497771,-1,-0.0434,331.01767325401306,500,"[15.504050254821777, 15.002403259277344, 14.923532485961914, 14.923532485961914, 14.879412651062012]"
instance_94,10,15.40639,15.583249698398397,-1,-0.01135,357.0547752380371,500,"[15.747711181640625, 15.583250045776367, 15.583250045776367, 15.583250045776367, 15.583250045776367]"
instance_100,9,13.80502,14.158079257013865,-1,-0.02494,243.6940312385559,500,"[14.158079147338867, 14.158079147338867, 14.158079147338867, 14.158079147338867, 14.158079147338867]"
instance_101,9,13.10547,13.595866462223047,-1,-0.03607,229.6883463859558,500,"[13.808632850646973, 13.789729118347168, 13.748475074768066, 13.595866203308105, 13.595866203308105]"
instance_114,9,10.77291,11.265789969803162,-1,-0.04375,202.96034717559814,500,"[11.76558780670166, 11.76558780670166, 11.265789985656738, 11.265789985656738, 11.265789985656738]"
instance_102,9,11.76878,11.9687566090746,-1,-0.01671,262.68119597435,500,"[12.429377555847168, 12.351984977722168, 12.351984977722168, 11.968756675720215, 11.968756675720215]"
instance_106,10,16.17494,16.352203866496723,-1,-0.01084,251.40381145477295,500,"[16.461833953857422, 16.461833953857422, 16.461833953857422, 16.461833953857422, 16.352203369140625]"
instance_103,8,11.67636,11.95717814284095,-1,-0.02349,262.6250445842743,500,"[12.237472534179688, 12.195757865905762, 12.154290199279785, 11.957178115844727, 11.957178115844727]"
instance_111,9,10.86537,11.17785962849272,-1,-0.02796,247.75170850753784,500,"[11.227483749389648, 11.200199127197266, 11.200199127197266, 11.17785930633545, 11.17785930633545]"
instance_109,11,20.49685,20.75711783025041,-1,-0.01254,255.3789472579956,500,"[21.374481201171875, 21.374481201171875, 21.374481201171875, 20.757118225097656, 20.757118225097656]"
instance_113,9,15.32113,16.471829819832127,-1,-0.06986,252.23751497268677,500,"[16.507902145385742, 16.507902145385742, 16.507902145385742, 16.507902145385742, 16.471830368041992]"
instance_108,11,18.20718,18.632020438365227,-1,-0.0228,264.7073369026184,500,"[19.094396591186523, 18.85248374938965, 18.85248374938965, 18.632020950317383, 18.632020950317383]"
instance_107,9,14.62714,15.283519284715819,-1,-0.04295,282.3285357952118,500,"[15.903624534606934, 15.437803268432617, 15.283519744873047, 15.283519744873047, 15.283519744873047]"
instance_122,10,12.84394,13.3735426627062,-1,-0.0396,256.0926194190979,500,"[13.56312084197998, 13.56312084197998, 13.373542785644531, 13.373542785644531, 13.373542785644531]"
instance_119,8,11.80179,12.692928100683453,-1,-0.07021,269.41609954833984,500,"[12.900116920471191, 12.900116920471191, 12.900116920471191, 12.692928314208984, 12.692928314208984]"
instance_104,9,10.86146,10.915133717476245,-1,-0.00492,303.53846192359924,500,"[11.599876403808594, 11.423027992248535, 11.423027992248535, 11.036602973937988, 10.915133476257324]"
instance_121,9,11.47331,11.914408922568471,-1,-0.03702,273.3869607448578,500,"[12.578237533569336, 12.07905101776123, 12.07905101776123, 11.94511604309082, 11.914408683776855]"
instance_110,10,18.20738,18.971550522253704,-1,-0.04028,301.3017017841339,500,"[19.22325897216797, 18.975095748901367, 18.97154998779297, 18.97154998779297, 18.97154998779297]"
instance_125,9,11.42674,11.676650951338106,-1,-0.0214,272.38113713264465,500,"[12.023130416870117, 11.76781940460205, 11.76781940460205, 11.676651000976562, 11.676651000976562]"
instance_112,11,16.73284,17.63258929426549,-1,-0.05103,300.2218120098114,500,"[18.704364776611328, 17.63258934020996, 17.63258934020996, 17.63258934020996, 17.63258934020996]"
instance_131,10,13.49519,14.720951717799528,-1,-0.08327,262.7159914970398,500,"[14.720952033996582, 14.720952033996582, 14.720952033996582, 14.720952033996582, 14.720952033996582]"
instance_123,9,12.13068,12.593194649227296,-1,-0.03673,284.09283328056335,500,"[12.926498413085938, 12.720539093017578, 12.720539093017578, 12.64464282989502, 12.593194961547852]"
instance_118,9,14.16645,14.863652962213003,-1,-0.04691,291.8217177391052,500,"[15.584405899047852, 15.17229175567627, 14.863653182983398, 14.863653182983398, 14.863653182983398]"
instance_136,9,13.1506,13.687712400748625,-1,-0.03924,254.74189829826355,500,"[13.804710388183594, 13.804710388183594, 13.687712669372559, 13.687712669372559, 13.687712669372559]"
instance_105,9,14.47361,15.229074417013205,-1,-0.04961,323.7179203033447,500,"[15.253373146057129, 15.253373146057129, 15.253373146057129, 15.230208396911621, 15.229074478149414]"
instance_138,9,11.67581,11.969427814175175,-1,-0.02453,260.2112340927124,500,"[12.114546775817871, 12.078694343566895, 12.002643585205078, 11.969428062438965, 11.969428062438965]"
instance_137,9,12.28611,12.480689264182072,-1,-0.01559,260.9250452518463,500,"[12.699348449707031, 12.48068904876709, 12.48068904876709, 12.48068904876709, 12.48068904876709]"
instance_126,10,14.04615,14.606692108105504,-1,-0.03838,296.85344314575195,500,"[14.873331069946289, 14.79429817199707, 14.60669231414795, 14.60669231414795, 14.60669231414795]"
instance_129,10,17.62755,18.57252401779235,-1,-0.05088,289.42391777038574,500,"[19.35858726501465, 18.57252311706543, 18.57252311706543, 18.57252311706543, 18.57252311706543]"
instance_141,9,13.8237,14.336385035255844,-1,-0.03576,266.578816652298,500,"[14.557065963745117, 14.336384773254395, 14.336384773254395, 14.336384773254395, 14.336384773254395]"
instance_116,10,14.68463,15.438945327478846,-1,-0.04886,315.0534474849701,500,"[15.50918960571289, 15.50918960571289, 15.438945770263672, 15.438945770263672, 15.438945770263672]"
instance_128,10,16.1701,16.482298572872768,-1,-0.01894,297.97518730163574,500,"[17.452316284179688, 16.59684181213379, 16.482297897338867, 16.482297897338867, 16.482297897338867]"
instance_134,9,13.00058,13.328491982263273,-1,-0.0246,279.82386589050293,500,"[13.727563858032227, 13.328492164611816, 13.328492164611816, 13.328492164611816, 13.328492164611816]"
instance_124,11,14.73411,15.182363674437205,-1,-0.02952,306.3005619049072,500,"[15.71153736114502, 15.253841400146484, 15.182363510131836, 15.182363510131836, 15.182363510131836]"
instance_127,8,11.99366,12.419856869264148,-1,-0.03432,299.4068262577057,500,"[12.58072566986084, 12.419857025146484, 12.419857025146484, 12.419857025146484, 12.419857025146484]"
instance_130,10,14.84297,15.050445538785333,-1,-0.01379,296.40375876426697,500,"[15.180864334106445, 15.050445556640625, 15.050445556640625, 15.050445556640625, 15.050445556640625]"
instance_133,12,19.56635,21.12726977907636,-1,-0.07388,287.78054428100586,500,"[21.393245697021484, 21.127269744873047, 21.127269744873047, 21.127269744873047, 21.127269744873047]"
instance_132,10,14.65971,14.991501483852966,-1,-0.02213,291.4232666492462,500,"[14.991501808166504, 14.991501808166504, 14.991501808166504, 14.991501808166504, 14.991501808166504]"
instance_140,10,14.56053,15.386826156837511,-1,-0.0537,281.7614834308624,500,"[16.16234588623047, 16.001264572143555, 15.633870124816895, 15.410595893859863, 15.386826515197754]"
instance_135,9,14.15698,14.312723669578403,-1,-0.01088,285.39461159706116,500,"[14.530110359191895, 14.530110359191895, 14.530110359191895, 14.530110359191895, 14.312724113464355]"
instance_145,9,13.54033,13.948334016641104,-1,-0.02925,267.3762547969818,500,"[14.69837760925293, 14.26247501373291, 13.948333740234375, 13.948333740234375, 13.948333740234375]"
instance_115,9,12.11507,12.368782942826943,-1,-0.02051,341.6206269264221,500,"[13.393003463745117, 12.826822280883789, 12.826822280883789, 12.368782997131348, 12.368782997131348]"
instance_120,8,10.21144,10.429245718500784,-1,-0.02088,338.4487900733948,500,"[10.590189933776855, 10.549466133117676, 10.480071067810059, 10.429245948791504, 10.429245948791504]"
instance_146,11,21.79603,22.763848278198665,-1,-0.04252,284.9430658817291,500,"[22.76384735107422, 22.76384735107422, 22.76384735107422, 22.76384735107422, 22.76384735107422]"
instance_142,9,14.84262,15.38526815073812,-1,-0.03527,301.6025631427765,500,"[16.136428833007812, 16.00480842590332, 15.385268211364746, 15.385268211364746, 15.385268211364746]"
instance_144,11,18.42752,19.618378237509496,-1,-0.0607,301.608521938324,500,"[19.76763343811035, 19.76763343811035, 19.618377685546875, 19.618377685546875, 19.618377685546875]"
instance_143,10,14.14226,14.184260941093658,-1,-0.00296,318.0423393249512,500,"[14.184261322021484, 14.184261322021484, 14.184261322021484, 14.184261322021484, 14.184261322021484]"
instance_147,9,12.55893,13.225318987939154,-1,-0.05039,297.1816096305847,500,"[13.294405937194824, 13.294405937194824, 13.225318908691406, 13.225318908691406, 13.225318908691406]"
instance_149,9,14.08857,14.910184001671446,-1,-0.0551,264.4867753982544,500,"[15.769186019897461, 15.469209671020508, 15.469209671020508, 15.047980308532715, 14.910183906555176]"
instance_139,11,19.6731,20.498080100619717,-1,-0.04025,361.8406915664673,500,"[21.260833740234375, 20.685068130493164, 20.498079299926758, 20.498079299926758, 20.498079299926758]"
instance_150,10,18.44002,18.94816471221976,-1,-0.02682,255.96485877037048,500,"[18.9785213470459, 18.9785213470459, 18.9785213470459, 18.972261428833008, 18.948163986206055]"
instance_148,9,14.24155,14.579643520777495,-1,-0.02319,303.3680028915405,500,"[14.579643249511719, 14.579643249511719, 14.579643249511719, 14.579643249511719, 14.579643249511719]"
instance_151,9,11.63029,11.969394024022629,-1,-0.02833,274.81114649772644,500,"[12.06401538848877, 11.969393730163574, 11.969393730163574, 11.969393730163574, 11.969393730163574]"
instance_152,9,11.56914,11.774986861354932,-1,-0.01748,260.5493106842041,500,"[11.77498722076416, 11.77498722076416, 11.77498722076416, 11.77498722076416, 11.77498722076416]"
instance_153,10,11.66988,11.963283062880954,-1,-0.02453,262.48627185821533,500,"[12.01231575012207, 11.96328353881836, 11.96328353881836, 11.96328353881836, 11.96328353881836]"
instance_158,9,13.18251,13.774111827852593,-1,-0.04295,241.87905192375183,500,"[14.148585319519043, 13.926136016845703, 13.926136016845703, 13.926136016845703, 13.7741117477417]"
instance_159,11,20.30424,20.759946520011397,-1,-0.02195,241.5767765045166,500,"[21.343212127685547, 20.759946823120117, 20.759946823120117, 20.759946823120117, 20.759946823120117]"
instance_181,10,11.82098,11.820976761985664,-1,0.0,175.22126626968384,377,"[12.328723907470703, 12.328723907470703, 12.328723907470703]"
instance_154,10,16.8455,17.489187427613675,-1,-0.0368,271.8925440311432,500,"[17.710359573364258, 17.489187240600586, 17.489187240600586, 17.489187240600586, 17.489187240600586]"
instance_156,10,11.81689,12.001188435725856,-1,-0.01536,277.987282037735,500,"[12.205758094787598, 12.014422416687012, 12.001188278198242, 12.001188278198242, 12.001188278198242]"
instance_155,11,18.35889,19.185889883215573,-1,-0.0431,290.2864155769348,500,"[19.5343074798584, 19.185890197753906, 19.185890197753906, 19.185890197753906, 19.185890197753906]"
instance_157,11,18.68673,20.277070598310747,-1,-0.07843,283.50750207901,500,"[20.60881996154785, 20.60881996154785, 20.277070999145508, 20.277070999145508, 20.277070999145508]"
